date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:34:49	59016/59016	---MCZ	200	added ('OK')	text/css	etag:W/%226423983c-e688%22	https://BANTUDAGANG.com/wp-includes/css/dashicons.min.css?ver=6.5.3	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-includes/css/dashicons.minef10.css	(from https://BANTUDAGANG.com/)
21:34:49	217/217	---M--	200	added ('OK')	text/css	etag:%22654dca5a-d9%22	https://BANTUDAGANG.com/wp-content/plugins/post-views-counter/css/frontend.min.css?ver=1.4.1	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/plugins/post-views-counter/css/frontend.min330a.css	(from https://BANTUDAGANG.com/)
21:34:51	1156/1156	---MCZ	200	added ('OK')	text/css	etag:W/%2264d0555e-484%22	https://BANTUDAGANG.com/wp-content/plugins/table-of-contents-plus/screen.min.css?ver=2302	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/plugins/table-of-contents-plus/screen.minb5ce.css	(from https://BANTUDAGANG.com/)
21:34:52	55435/55435	---MCZ	200	added ('OK')	text/css	etag:W/%226449f569-d88b%22	https://BANTUDAGANG.com/wp-content/plugins/ht-mega-for-elementor/assets/css/htbbootstrap.css?ver=2.1.3	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/plugins/ht-mega-for-elementor/assets/css/htbbootstrap4c71.css	(from https://BANTUDAGANG.com/)
21:34:53	30999/30999	---MCZ	200	added ('OK')	text/css	etag:W/%226449f50c-7917%22	https://BANTUDAGANG.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min1849.css	(from https://BANTUDAGANG.com/)
21:34:54	71292/71292	---MCZ	200	added ('OK')	text/css	etag:W/%226449f569-1167c%22	https://BANTUDAGANG.com/wp-content/plugins/ht-mega-for-elementor/assets/css/animation.css?ver=2.1.3	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/plugins/ht-mega-for-elementor/assets/css/animation4c71.css	(from https://BANTUDAGANG.com/)
21:34:55	4730/4730	---MCZ	200	added ('OK')	text/css	etag:W/%226449f569-127a%22	https://BANTUDAGANG.com/wp-content/plugins/ht-mega-for-elementor/assets/css/htmega-keyframes.css?ver=2.1.3	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/plugins/ht-mega-for-elementor/assets/css/htmega-keyframes4c71.css	(from https://BANTUDAGANG.com/)
21:34:56	5745/5745	---MCZ	200	added ('OK')	text/css	etag:W/%226423992a-1671%22	https://BANTUDAGANG.com/wp-content/themes/hello-elementor/style.min.css?ver=2.7.1	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/themes/hello-elementor/style.min653d.css	(from https://BANTUDAGANG.com/)
21:34:57	16471/16471	---MCZ	200	added ('OK')	text/css	etag:W/%226449f50c-4057%22	https://BANTUDAGANG.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://BANTUDAGANG.com/)
21:34:58	5163/5163	---MCZ	200	added ('OK')	text/css	etag:W/%2264aa106d-142b%22	https://BANTUDAGANG.com/wp-content/uploads/elementor/css/post-6.css?ver=1688866925	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/elementor/css/post-60184.css	(from https://BANTUDAGANG.com/)
21:34:59	9055/9055	---MCZ	200	added ('OK')	text/css	etag:W/%22643bf69a-235f%22	https://BANTUDAGANG.com/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min.css?ver=3.12.2	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/plugins/elementor-pro/assets/css/frontend-lite.mine56c.css	(from https://BANTUDAGANG.com/)
21:35:00	59344/59344	---MCZ	200	added ('OK')	text/css	etag:W/%226449f50c-e7d0%22	https://BANTUDAGANG.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.12.2	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.mine56c.css	(from https://BANTUDAGANG.com/)
21:35:01	26702/26702	---MCZ	200	added ('OK')	text/css	etag:W/%226449f50c-684e%22	https://BANTUDAGANG.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.12.2	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.mine56c.css	(from https://BANTUDAGANG.com/)
21:35:02	122603/122603	---MCZ	200	added ('OK')	text/css	etag:W/%2264aa106e-1deeb%22	https://BANTUDAGANG.com/wp-content/uploads/elementor/css/global.css?ver=1688866926	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/elementor/css/globaldab3.css	(from https://BANTUDAGANG.com/)
21:35:03	319505/319505	---MCZ	200	added ('OK')	text/css	etag:W/%2266309cea-4e011%22	https://BANTUDAGANG.com/wp-content/uploads/elementor/css/post-2121.css?ver=1714461930	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/elementor/css/post-2121399d.css	(from https://BANTUDAGANG.com/)
21:35:04	17529/17529	---MCZ	200	added ('OK')	text/css	etag:W/%2264f05ce5-4479%22	https://BANTUDAGANG.com/wp-content/uploads/elementor/css/post-19.css?ver=1693474021	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/elementor/css/post-19d175.css	(from https://BANTUDAGANG.com/)
21:35:05	24612/24612	---MCZ	200	added ('OK')	text/css	etag:W/%2264e30235-6024%22	https://BANTUDAGANG.com/wp-content/uploads/elementor/css/post-58.css?ver=1692598837	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/elementor/css/post-5846ab.css	(from https://BANTUDAGANG.com/)
21:35:06	4691/4691	---MCZ	200	added ('OK')	text/css	etag:W/%226535d233-1253%22	https://BANTUDAGANG.com/wp-content/uploads/elementor/css/post-2215.css?ver=1698026035	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/elementor/css/post-2215a6a8.css	(from https://BANTUDAGANG.com/)
21:35:07	11545/11545	---MCZ	200	added ('OK')	text/css	etag:W/%2264aa1071-2d19%22	https://BANTUDAGANG.com/wp-content/uploads/elementor/css/post-986.css?ver=1688866929	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/elementor/css/post-986f4ec.css	(from https://BANTUDAGANG.com/)
21:35:08	15298/15298	---MCZ	200	added ('OK')	text/css	etag:W/%2264b5e7f5-3bc2%22	https://BANTUDAGANG.com/wp-content/plugins/creame-whatsapp-me/public/css/joinchat.min.css?ver=5.0.6	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/plugins/creame-whatsapp-me/public/css/joinchat.min066b.css	(from https://BANTUDAGANG.com/)
21:35:09	45219/45219	---MCZ	200	added ('OK')	text/css	etag:W/%226423d9c5-b0a3%22	https://BANTUDAGANG.com/wp-content/plugins/skyboot-custom-icons-for-elementor/assets/css/ionicons.min.css?ver=1.0.5	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/plugins/skyboot-custom-icons-for-elementor/assets/css/ionicons.min97de.css	(from https://BANTUDAGANG.com/)
21:35:10	8362/8362	---MCZ	200	added ('OK')	text/css	etag:W/%226423d9c5-20aa%22	https://BANTUDAGANG.com/wp-content/plugins/skyboot-custom-icons-for-elementor/assets/css/linearicons.css?ver=1.0.5	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/plugins/skyboot-custom-icons-for-elementor/assets/css/linearicons97de.css	(from https://BANTUDAGANG.com/)
21:35:11	89729/89729	---MCZ	200	added ('OK')	text/css	etag:W/%226423d9c5-15e81%22	https://BANTUDAGANG.com/wp-content/plugins/skyboot-custom-icons-for-elementor/assets/css/line-awesome.min.css?ver=1.0.5	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/plugins/skyboot-custom-icons-for-elementor/assets/css/line-awesome.min97de.css	(from https://BANTUDAGANG.com/)
21:35:12	245210/245210	---MCZ	200	added ('OK')	text/css	etag:W/%226423d9c5-3bdda%22	https://BANTUDAGANG.com/wp-content/plugins/skyboot-custom-icons-for-elementor/assets/css/materialdesignicons.min.css?ver=1.0.5	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/plugins/skyboot-custom-icons-for-elementor/assets/css/materialdesignicons.min97de.css	(from https://BANTUDAGANG.com/)
21:35:13	1604/1604	---MCZ	200	added ('OK')	text/css	etag:W/%22654dcecf-644%22	https://BANTUDAGANG.com/wp-content/plugins/add-to-any/addtoany.min.css?ver=1.16	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/plugins/add-to-any/addtoany.mind47c.css	(from https://BANTUDAGANG.com/)
21:35:14	623/623	---MCZ	200	added ('OK')	text/css	etag:W/%2264af7cea-26f%22	https://BANTUDAGANG.com/wp-content/themes/hello-theme-child-master/style.css?ver=1.0.0	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/themes/hello-theme-child-master/style8a54.css	(from https://BANTUDAGANG.com/)
21:35:15	8719/8719	---MC-	200	added ('OK')	text/css	date:Tue,%2028%20May%202024%2014:35:14%20GMT	https://fonts.googleapis.com/css?family=Poppins%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7CNunito+Sans%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic&display=swap&ver=6.5.3	/home/nehphren/kwu/omnichanel1/fonts.googleapis.com/cssb05f.css	(from https://BANTUDAGANG.com/)
21:35:16	87553/87553	---MCZ	200	added ('OK')	text/javascript	etag:W/%22654ba072-15601%22	https://BANTUDAGANG.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://BANTUDAGANG.com/)
21:35:16	1561/1561	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20May%202024%2014:35:16%20GMT	https://fonts.gstatic.com/	/home/nehphren/kwu/omnichanel1/fonts.gstatic.com/index.html	(from https://BANTUDAGANG.com/)
21:35:17	13577/13577	---MCZ	200	added ('OK')	text/javascript	etag:W/%2264d2efe2-3509%22	https://BANTUDAGANG.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://BANTUDAGANG.com/)
21:35:18	3003/3003	---MCZ	200	added ('OK')	application/javascript	etag:W/%22e346c2841e4abbb66ee259e9540abb61%22	https://static.addtoany.com/menu/page.js	/home/nehphren/kwu/omnichanel1/static.addtoany.com/menu/page.js	(from https://BANTUDAGANG.com/)
21:35:18	129/129	---M--	200	added ('OK')	text/javascript	etag:%22654dcecf-81%22	https://BANTUDAGANG.com/wp-content/plugins/add-to-any/addtoany.min.js?ver=1.1	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/plugins/add-to-any/addtoany.min4963.js	(from https://BANTUDAGANG.com/)
21:35:20	15055/15055	---MCZ	200	added ('OK')	text/javascript	etag:W/%226449f50c-3acf%22	https://BANTUDAGANG.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.12.2	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.mine56c.js	(from https://BANTUDAGANG.com/)
21:35:21	247783/247783	---MCZ	200	added ('OK')	application/json	date:Tue,%2028%20May%202024%2014:35:21%20GMT	https://BANTUDAGANG.com/wp-json/	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-json/index.html	(from https://BANTUDAGANG.com/)
21:35:22	231964/231964	---MCZ	200	added ('OK')	application/json	date:Tue,%2028%20May%202024%2014:35:21%20GMT	https://BANTUDAGANG.com/wp-json/wp/v2/pages/2121	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-json/wp/v2/pages/2121.json	(from https://BANTUDAGANG.com/)
21:35:22	805/805	---MC-	200	added ('OK')	text/xml	date:Tue,%2028%20May%202024%2014:35:22%20GMT	https://BANTUDAGANG.com/xmlrpc.php?rsd	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/xmlrpc0db0.php	(from https://BANTUDAGANG.com/)
21:35:24	2323/2323	---MCZ	200	added ('OK')	application/json	date:Tue,%2028%20May%202024%2014:35:23%20GMT	https://BANTUDAGANG.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2FBANTUDAGANG.com%2F	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-json/oembed/1.0/embedd3f7.json	(from https://BANTUDAGANG.com/)
21:35:26	2848/2848	---MC-	200	added ('OK')	text/xml	date:Tue,%2028%20May%202024%2014:35:24%20GMT	https://BANTUDAGANG.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2FBANTUDAGANG.com%2F&format=xml	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-json/oembed/1.0/embedc5e8	(from https://BANTUDAGANG.com/)
21:35:28	232855/232855	---M-Z	200	added ('OK')	text/css	etag:W/%2238d97-sT73BUPXDB7H/dVqXrydfWQCOFE%22	https://cdn.jsdelivr.net/npm/bootstrap@5.3.1/dist/css/bootstrap.min.css	/home/nehphren/kwu/omnichanel1/cdn.jsdelivr.net/npm/bootstrap@5.3.1/dist/css/bootstrap.min.css	(from https://BANTUDAGANG.com/)
21:35:28	223733/223733	---M-Z	200	added ('OK')	application/x-javascript	date:Tue,%2028%20May%202024%2014:35:28%20GMT	https://connect.facebook.net/en_US/fbevents.js	/home/nehphren/kwu/omnichanel1/connect.facebook.net/en_US/fbevents.js	(from https://BANTUDAGANG.com/)
21:35:29	0/0	---M--	200	added ('OK')	text/plain	date:Tue,%2028%20May%202024%2014:35:29%20GMT	https://www.facebook.com/tr?id=280262567976546&ev=PageView&noscript=1	/home/nehphren/kwu/omnichanel1/www.facebook.com/tr.2edd41.delayed	(from https://BANTUDAGANG.com/)
21:35:30	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Tue,%2028%20May%202024%2014:35:30%20GMT	https://www.googletagmanager.com/gtm.js?id=	/home/nehphren/kwu/omnichanel1/www.googletagmanager.com/gtm.2f5445.delayed	(from https://BANTUDAGANG.com/)
21:35:31	234/234	---M--	200	added ('OK')	image/svg+xml	etag:%2264d9f337-ea%22	https://BANTUDAGANG.com/wp-content/uploads/2023/08/Line-56.svg	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/08/Line-56.svg	(from https://BANTUDAGANG.com/)
21:35:33	430/430	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264e3218d-1ae%22	https://BANTUDAGANG.com/wp-content/uploads/2023/08/Line-57.svg	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/08/Line-57.svg	(from https://BANTUDAGANG.com/)
21:35:33	181/181	---M--	200	added ('OK')	image/svg+xml	etag:%2264e32208-b5%22	https://BANTUDAGANG.com/wp-content/uploads/2023/08/Line-58.svg	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/08/Line-58.svg	(from https://BANTUDAGANG.com/)
21:35:36	3351/3351	---M-Z	200	added ('OK')	text/css	etag:%225eb03cf0-d17%22	https://cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/assets/owl.carousel.min.css	/home/nehphren/kwu/omnichanel1/cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/assets/owl.carousel.min.css	(from https://BANTUDAGANG.com/)
21:35:37	5870/5870	---MCZ	200	added ('OK')	text/css	etag:W/%2264e459b9-16ee%22	https://BANTUDAGANG.com/wp-content/uploads/winp-css-js/51.css?ver=1692686777	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/winp-css-js/51d734.css	(from https://BANTUDAGANG.com/)
21:35:37	4813/4813	---M--	200	added ('OK')	image/png	etag:%2264a39f88-12cd%22	https://BANTUDAGANG.com/wp-content/uploads/2023/07/favicon.png	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/07/favicon.png	(from https://BANTUDAGANG.com/)
21:35:39	42344/42344	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22642399c5-a568%22	https://BANTUDAGANG.com/wp-content/uploads/2023/03/logo-with-text-w-1-1.svg	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/03/logo-with-text-w-1-1.svg	(from https://BANTUDAGANG.com/)
21:35:40	20544/20544	---MCZ	200	added ('OK')	text/css	etag:W/%22643bf69a-5040%22	https://BANTUDAGANG.com/wp-content/plugins/elementor-pro/assets/css/widget-mega-menu.min.css	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/plugins/elementor-pro/assets/css/widget-mega-menu.min.css	(from https://BANTUDAGANG.com/)
21:35:40	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20May%202024%2014:35:40%20GMT	https://BANTUDAGANG.com/price-products	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/price-products	(from https://BANTUDAGANG.com/)
21:35:41	267184/267184	---MCZ	200	added ('OK')	text/html	etag:%225e61c00c8f9026e4d6ff9fe95ca8c484%22	https://BANTUDAGANG.com/price-products/	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/price-products/index.html	(from https://BANTUDAGANG.com/)
21:35:41	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20May%202024%2014:35:41%20GMT	https://BANTUDAGANG.com/about-us	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/about-us	(from https://BANTUDAGANG.com/)
21:35:42	166477/166477	---MCZ	200	added ('OK')	text/html	etag:%22f8c3a56005089f986974b2ff08b152d6%22	https://BANTUDAGANG.com/about-us/	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/about-us/index.html	(from https://BANTUDAGANG.com/)
21:35:42	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20May%202024%2014:35:42%20GMT	https://BANTUDAGANG.com/contact-us	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/contact-us	(from https://BANTUDAGANG.com/)
21:35:43	643/643	---M--	200	added ('OK')	image/png	etag:%2264ae7174-283%22	https://BANTUDAGANG.com/wp-content/uploads/2023/03/dashboard-1.png	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/03/dashboard-1.png	(from https://BANTUDAGANG.com/)
21:35:43	122021/122021	---MCZ	200	added ('OK')	text/html	etag:%22464f82e36fd2e3f070be6100cd0bd772%22	https://BANTUDAGANG.com/contact-us/	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/contact-us/index.html	(from https://BANTUDAGANG.com/)
21:35:44	556/556	---M--	200	added ('OK')	image/png	etag:%2264ae7174-22c%22	https://BANTUDAGANG.com/wp-content/uploads/2023/03/Mask-group-2.png	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/03/Mask-group-2.png	(from https://BANTUDAGANG.com/)
21:35:45	118260/118260	---MCZ	200	added ('OK')	text/html	etag:%227ead54ffec13ebdc290330e0a9cbfb3a%22	https://BANTUDAGANG.com/help/	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/help/index.html	(from https://BANTUDAGANG.com/)
21:35:45	345/345	---M--	200	added ('OK')	image/png	etag:%2264ae7168-159%22	https://BANTUDAGANG.com/wp-content/uploads/2023/04/Line-7.png	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/04/Line-7.png	(from https://BANTUDAGANG.com/)
21:35:46	16468/16468	---M--	200	added ('OK')	image/png	etag:%2264ae70c6-4054%22	https://BANTUDAGANG.com/wp-content/uploads/2023/03/intro-img.png	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/03/intro-img.png	(from https://BANTUDAGANG.com/)
21:35:47	18006/18006	---M--	200	added ('OK')	image/png	etag:%2264ae6b86-4656%22	https://BANTUDAGANG.com/wp-content/uploads/2023/04/intro-img-3.png	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/04/intro-img-3.png	(from https://BANTUDAGANG.com/)
21:35:48	36413/36413	---M--	200	added ('OK')	image/png	etag:%2264ae6be0-8e3d%22	https://BANTUDAGANG.com/wp-content/uploads/2023/04/intro-img-1-1.png	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/04/intro-img-1-1.png	(from https://BANTUDAGANG.com/)
21:35:49	20746/20746	---M--	200	added ('OK')	image/png	etag:%2264ae7184-510a%22	https://BANTUDAGANG.com/wp-content/uploads/2023/04/intro-img-2-1.png	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/04/intro-img-2-1.png	(from https://BANTUDAGANG.com/)
21:35:50	16314/16314	---M--	200	added ('OK')	image/png	etag:%2264ae7195-3fba%22	https://BANTUDAGANG.com/wp-content/uploads/2023/05/intro-img.png	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/05/intro-img.png	(from https://BANTUDAGANG.com/)
21:35:51	21339/21339	---M--	200	added ('OK')	image/png	etag:%2264ae719c-535b%22	https://BANTUDAGANG.com/wp-content/uploads/2023/05/intro-img-1.png	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/05/intro-img-1.png	(from https://BANTUDAGANG.com/)
21:35:52	58119/58119	---M--	200	added ('OK')	image/png	etag:%2264ae6b72-e307%22	https://BANTUDAGANG.com/wp-content/uploads/2023/05/intro-img-3.png	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/05/intro-img-3.png	(from https://BANTUDAGANG.com/)
21:35:53	25823/25823	---M--	200	added ('OK')	image/png	etag:%2264ae6bf2-64df%22	https://BANTUDAGANG.com/wp-content/uploads/2023/05/intro-img-2.png	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/05/intro-img-2.png	(from https://BANTUDAGANG.com/)
21:35:54	14697/14697	---M--	200	added ('OK')	image/png	etag:%2264ae70c7-3969%22	https://BANTUDAGANG.com/wp-content/uploads/2023/03/intro-img-300x283.png	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/03/intro-img-300x283.png	(from https://BANTUDAGANG.com/)
21:35:55	21600/21600	---M--	200	added ('OK')	image/png	etag:%2264ae716a-5460%22	https://BANTUDAGANG.com/wp-content/uploads/2023/04/intro-img-300x283.png	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/04/intro-img-300x283.png	(from https://BANTUDAGANG.com/)
